baseMean log2FoldChange lfcSE stat pvalue padj ID
167.56512058062157 0.34417035310464045 0.3429598891706877 1.0035294621096356 0.31560546910318354 0.43572782583357966 b0001
8879.49125155029 1.1515347958575262 0.30261153110838085 3.805323583142316 1.41618924846112e-4 5.291877377893281e-4 b0002
2865.5922565797914 0.15536573025318784 0.2152226634356975 0.7218836890735105 0.47036599026459924 0.5869131583674617 b0003
4558.438681037056 -0.16720925549969998 0.18843777000951814 -0.8873446947034774 0.37489334937367874 0.4967543123577667 b0004
173.89834204328804 0.15120479209582685 0.2752843689071939 0.5492676271307008 0.5828218002652185 0.684956739569727 b0005
573.9912908152218 -0.5521612695546674 0.14518544768179759 -3.803144725391743 1.4287083262742766e-4 5.327962133934457e-4 b0006
319.92129961333023 -1.1242517407479038 0.47336157616170477 -2.3750380203310986 0.01754714264200691 0.04030583446106765 b0007
19774.965944666095 -1.07128376111605 0.16033215929258196 -6.6816524260807775 2.3626285846100955e-11 2.092117538683099e-10 b0008
631.7333767731268 -0.21939670706408532 0.1478595131785007 -1.483818675902325 0.1378570311277857 0.22583264135391243 b0009
171.85417332047527 0.24085063901330858 0.1975148764233451 1.2194050563415761 0.2226904917521492 0.33222888791459704 b0010
4.552156979559249 -0.04699877183764798 0.6815644405110198 -0.06895719471868204 0.9450236920181626 0.9630741929053568 b0011
20.043280115684208 0.17858082373020495 0.3721122193851222 0.4799112053489985 0.6312905331514906 0.7252356492868719 b0013
63708.19854898576 -0.5823185517253178 0.40992640829513416 -1.4205441268035277 0.15544933155438173 0.24847134338328364 b0014
4019.7355307918297 -0.33401610393116804 0.3860670144524213 -0.8651764886076068 0.3869419278664973 0.5084040604605006 b0015
263.7097250498619 -0.4702260199785676 0.3768096631251954 -1.2479139098466658 0.2120625861201799 0.3199154618813737 b0016
16.25540598538343 -1.5137313254600064 0.4775936901766028 -3.1694960729072124 0.001527035217301262 0.004645214556871754 b0018
876.6549332823755 0.9979000871625002 0.2689212179337617 3.71075252012392 2.0664404823838816e-4 7.431780403795275e-4 b0019
341.7134313631152 0.5654621567954394 0.18105169719848377 3.1232082634140306 0.0017889111497020828 0.005321284753700974 b0020
36.25749711914475 0.5378471967964149 0.4722605140837501 1.1388781843002733 0.2547539659035021 0.3701440766229787 b0021
7.714311527214461 -0.6083859211773434 0.7120872007683093 -0.8543699711508969 0.3929000288018859 0.5142070800337036 b0022
3310.663222942524 0.2778300321866498 0.2572859154225754 1.079849364199871 0.2802092648098959 0.397536873501754 b0023
88.94644914603265 0.10292233453970456 0.39010524345009556 0.26383222545141455 0.7919092017633901 0.848905718573929 b0024
2105.8496083611935 -0.1857520188839221 0.11285693480433528 -1.6459069990334934 0.09978290775767444 0.17393918784061116 b0025
11753.28712060475 -0.1666339783634746 0.19100354042533477 -0.8724130348181348 0.3829830920623843 0.5046182347742888 b0026
1119.2625358197806 -0.17479137611601814 0.18041160976964382 -0.9688477162816639 0.332621175038238 0.4526955934085158 b0027
1334.8314373033793 -0.545384054338682 0.24521883598614144 -2.224070806573376 0.026143680690946622 0.05703762212351865 b0028
1390.5975285523346 -0.30660943865498136 0.22869151743860194 -1.3407118991079259 0.18001400970890066 0.28115262991850926 b0029
2249.8021908685464 -3.4745520188389083 0.3348149913312423 -10.3775282134886 3.1379445496294146e-25 7.188280585156514e-24 b0030
803.0925846510319 -0.18313553820586864 0.16258772686980602 -1.1263798426342262 0.26000477519772935 0.3756223710044414 b0031
139.69466053770094 -1.478952995475478 0.3965168197449743 -3.729861942367763 1.91584716191762e-4 6.955465794558801e-4 b0032
438.5983005845758 -1.5264663598225496 0.28604525133483316 -5.336450623456527 9.478366795756478e-8 5.985578343851567e-7 b0033
74.1565813592064 -2.929327242883972 0.5425097673711065 -5.399584337585117 6.679547748737163e-8 4.3181432148661265e-7 b0034
11.819104347379017 -0.045351580651596675 0.4723568640313872 -0.09601126627977433 0.923511624704734 0.9482585866334845 b0035
14.844578669125863 -0.42503736860691127 0.546386373235331 -0.7779062389314856 0.4366242899894028 0.5556676878941222 b0036
63.89912181507257 -0.7641263190107668 0.2834060469112743 -2.6962244713500807 0.007013038935287409 0.018146076803091733 b0037
65.71772338985866 -0.516460009804868 0.3254518433904014 -1.5869014734242552 0.11253496117699471 0.19180544333240304 b0038
114.21063997546959 -1.3718336083816358 0.28858680665323944 -4.753625518404262 1.9980096480771063e-6 1.0566638226656214e-5 b0039
17.640670878299144 -0.5777284536881904 0.4788719838768119 -1.206436110567723 0.22764937960102738 0.3384628342216333 b0040
17.067401742491136 -0.00840803237645797 0.4986874144576635 -0.016860325993191427 0.9865480435355546 0.9911293254941013 b0041
